10.0021	6877.05	-65.4807
30.0064	6877.05	-68.3189
50.0107	6877.05	-77.4632
70.015	6877.05	-80.2998
90.0192	6877.05	-77.5239
110.024	6877.05	-75.9291
130.028	6877.05	-68.2411
150.032	6877.05	-57.709
170.036	6877.05	-46.5309
190.041	6877.05	-49.7106
210.045	6877.05	-56.6272
230.049	6877.05	-49.9833
250.053	6877.05	-46.2879
270.058	6877.05	-44.2956
290.062	6877.05	-41.44
310.066	6877.05	-38.4719
330.071	6877.05	-34.7416
350.075	6877.05	-30.5999
370.079	6877.05	-24.2997
390.083	6877.05	-11.0636
410.088	6877.05	49.7973
430.092	6877.05	213.614
450.096	6877.05	163.344
470.1	6877.05	33.674
490.105	6877.05	-9.93812
510.109	6877.05	-17.821
530.113	6877.05	-16.7807
550.118	6877.05	-8.6399
570.122	6877.05	-1.48482
590.126	6877.05	1.20758
610.13	6877.05	1.25399
630.135	6877.05	14.8576
650.139	6877.05	4.99394
670.143	6877.05	5.23915
690.147	6877.05	20.2965
710.152	6877.05	19.8005
730.156	6877.05	8.86194
750.16	6877.05	11.8258
770.165	6877.05	7.36232
790.169	6877.05	1.61258
810.173	6877.05	1.58256
830.177	6877.05	0.982074
850.182	6877.05	-0.0232876
870.186	6877.05	-3.19137
890.19	6877.05	-5.82761
910.195	6877.05	-8.72592
930.199	6877.05	-11.9922
950.203	6877.05	-14.989
970.207	6877.05	-16.9464
990.212	6877.05	-16.0569
1010.22	6877.05	-9.81951
1030.22	6877.05	-3.10071
1050.22	6877.05	26.7508
1070.23	6877.05	22.4189
1090.23	6877.05	68.3796
1110.24	6877.05	112.996
1130.24	6877.05	105.402
1150.25	6877.05	257.641
1170.25	6877.05	336.619
1190.25	6877.05	180.126
1210.26	6877.05	68.0003
1230.26	6877.05	163.214
1250.27	6877.05	356.139
1270.27	6877.05	92.728
1290.28	6877.05	11.0817
1310.28	6877.05	1.61208
1330.28	6877.05	14.0418
1350.29	6877.05	108.784
1370.29	6877.05	136.97
1390.3	6877.05	55.1581
1410.3	6877.05	193.474
1430.31	6877.05	315.495
1450.31	6877.05	569.419
1470.31	6877.05	412.42
1490.32	6877.05	356.121
1510.32	6877.05	405.357
1530.33	6877.05	618.868
1550.33	6877.05	733.176
1570.34	6877.05	637.906
1590.34	6877.05	521.497
1610.34	6877.05	395.035
1630.35	6877.05	298.442
1650.35	6877.05	310.293
1670.36	6877.05	286.334
1690.36	6877.05	177.662
1710.37	6877.05	125.838
1730.37	6877.05	68.7535
1750.37	6877.05	52.1396
1770.38	6877.05	41.411
1790.38	6877.05	46.0688
1810.39	6877.05	49.5387
1830.39	6877.05	23.7976
1850.4	6877.05	2.21148
1870.4	6877.05	3.35031
1890.4	6877.05	2.93777
1910.41	6877.05	-7.61006
1930.41	6877.05	-22.1766
1950.42	6877.05	-53.0962
1970.42	6877.05	-148.944
1990.43	6877.05	-950.928
2010.43	6877.05	-1841.87
2030.43	6877.05	-2430.02
2050.44	6877.05	-2888.32
2070.44	6877.05	-3270.28
2090.45	6877.05	-3559.36
2110.45	6877.05	-3710.6
2130.46	6877.05	-3705.68
2150.46	6877.05	-3662.15
2170.46	6877.05	-3652.81
2190.47	6877.05	-3652
2210.47	6877.05	-3660.55
2230.48	6877.05	-3669.6
2250.48	6877.05	-3673.49
2270.49	6877.05	-3664.35
2290.49	6877.05	-3660.31
2310.49	6877.05	-3673.41
2330.5	6877.05	-3680.65
2350.5	6877.05	-3673.8
2370.51	6877.05	-3670.51
2390.51	6877.05	-3653.27
2410.52	6877.05	-3649.58
2430.52	6877.05	-3660.19
2450.52	6877.05	-3666.72
2470.53	6877.05	-3667.08
2490.53	6877.05	-3661.38
2510.54	6877.05	-3665.3
2530.54	6877.05	-3665.23
2550.55	6877.05	-3665.71
2570.55	6877.05	-3662.03
2590.55	6877.05	-3660.57
2610.56	6877.05	-3658.46
2630.56	6877.05	-3655.47
2650.57	6877.05	-3640.28
2670.57	6877.05	-3631.87
2690.57	6877.05	-3618.03
2710.58	6877.05	-3570.11
2730.58	6877.05	-3521.19
2750.59	6877.05	-3472.9
2770.59	6877.05	-3409.8
2790.6	6877.05	-3398.11
2810.6	6877.05	-3399.53
2830.6	6877.05	-3344.04
2850.61	6877.05	-3319.08
2870.61	6877.05	-3287.6
2890.62	6877.05	-3203.66
2910.62	6877.05	-3190.79
2930.63	6877.05	-3075.56
2950.63	6877.05	-2844.09
2970.63	6877.05	-2663.18
2990.64	6877.05	-2724.46
3010.64	6877.05	-2696.13
3030.65	6877.05	-2187.67
3050.65	6877.05	-1599.19
3070.66	6877.05	-1460.47
3090.66	6877.05	-1098.2
3110.66	6877.05	-785.302
3130.67	6877.05	-648.803
3150.67	6877.05	-541.108
3170.68	6877.05	-571.554
3190.68	6877.05	-529.106
3210.69	6877.05	-509.875
3230.69	6877.05	-427.456
3250.69	6877.05	-447.54
3270.7	6877.05	-421.146
3290.7	6877.05	-391.437
3310.71	6877.05	-422.58
3330.71	6877.05	-335.306
3350.72	6877.05	-316.338
3370.72	6877.05	-455.305
3390.72	6877.05	-492.084
3410.73	6877.05	-500.029
3430.73	6877.05	-468.57
3450.74	6877.05	-451.3
3470.74	6877.05	-450.481
3490.75	6877.05	-295.882
3510.75	6877.05	-63.5379
3530.75	6877.05	-97.5845
3550.76	6877.05	-213.3
3570.76	6877.05	-406.088
3590.77	6877.05	-399.23
3610.77	6877.05	-453.227
3630.78	6877.05	-631.793
3650.78	6877.05	-476.49
3670.78	6877.05	-215.627
3690.79	6877.05	-100.16
3710.79	6877.05	-20.653
3730.8	6877.05	133.933
3750.8	6877.05	718.988
3770.81	6877.05	587.354
3790.81	6877.05	625.117
3810.81	6877.05	872.946
3830.82	6877.05	1041.28
3850.82	6877.05	790.628
3870.83	6877.05	428.403
3890.83	6877.05	320.194
3910.84	6877.05	240.195
3930.84	6877.05	-70.1101
3950.84	6877.05	270.532
3970.85	6877.05	563.557
3990.85	6877.05	369.865
4010.86	6877.05	528.974
4030.86	6877.05	641.121
4050.87	6877.05	598.551
4070.87	6877.05	410.354
4090.87	6877.05	330.013
4110.88	6877.05	288.711
4130.88	6877.05	18.9184
4150.89	6877.05	-239.759
4170.89	6877.05	-318.161
4190.9	6877.05	-425.644
4210.9	6877.05	-391.907
4230.9	6877.05	-15.3241
4250.91	6877.05	300.544
4270.91	6877.05	452.983
4290.92	6877.05	560.177
4310.92	6877.05	1027.54
4330.93	6877.05	1342.98
4350.93	6877.05	1530.23
4370.93	6877.05	1583.84
4390.94	6877.05	1467.84
4410.94	6877.05	1458.85
4430.95	6877.05	1521.15
4450.95	6877.05	1642.32
4470.96	6877.05	1748.04
4490.96	6877.05	1845.46
4510.96	6877.05	1927.95
4530.97	6877.05	1975.59
4550.97	6877.05	1961.33
4570.98	6877.05	1930.94
4590.98	6877.05	1909.98
4610.99	6877.05	1895.42
4630.99	6877.05	1874.2
4650.99	6877.05	1881.83
4671	6877.05	1926.11
4691	6877.05	1968.9
4711.01	6877.05	2028.61
4731.01	6877.05	2096.46
4751.02	6877.05	2137.74
4771.02	6877.05	2184.88
4791.02	6877.05	2226.87
4811.03	6877.05	2262.18
4831.03	6877.05	2296.84
4851.04	6877.05	2333.56
4871.04	6877.05	2378.38
4891.05	6877.05	2427
4911.05	6877.05	2473.85
4931.05	6877.05	2514.19
4951.06	6877.05	2540.85
4971.06	6877.05	2578.6
4991.07	6877.05	2606.02
5011.07	6877.05	2644.28
5031.08	6877.05	2681.27
5051.08	6877.05	2719.14
5071.08	6877.05	2752.82
5091.09	6877.05	2789.03
5111.09	6877.05	2825.07
5131.1	6877.05	2857.24
5151.1	6877.05	2889.15
5171.11	6877.05	2906.39
5191.11	6877.05	2933.18
5211.11	6877.05	2962.91
5231.12	6877.05	2989.01
5251.12	6877.05	3014.49
5271.13	6877.05	3035.66
5291.13	6877.05	3055.56
5311.14	6877.05	3073.29
5331.14	6877.05	3086.66
5351.14	6877.05	3100.4
5371.15	6877.05	3113.49
5391.15	6877.05	3122.64
5411.16	6877.05	3131.51
5431.16	6877.05	3139.33
5451.16	6877.05	3148.04
5471.17	6877.05	3153.21
5491.17	6877.05	3160.54
5511.18	6877.05	3163.24
5531.18	6877.05	3162.06
5551.19	6877.05	3155.33
5571.19	6877.05	3138.68
5591.19	6877.05	3113.46
5611.2	6877.05	3079.71
5631.2	6877.05	3038.21
5651.21	6877.05	2998.62
5671.21	6877.05	2956.41
5691.22	6877.05	2903.8
5711.22	6877.05	2806.44
5731.22	6877.05	2671.21
5751.23	6877.05	2487.54
5771.23	6877.05	2149.52
5791.24	6877.05	1968.92
5811.24	6877.05	1709.71
5831.25	6877.05	1273.1
5851.25	6877.05	991.346
5871.25	6877.05	511.071
5891.26	6877.05	931.911
5911.26	6877.05	620.537
5931.27	6877.05	481.723
5951.27	6877.05	0.381317
5971.28	6877.05	-351.445
5991.28	6877.05	-417.081
6011.28	6877.05	-426.218
